"date_mdy","journal_entry","location","year","month","longitude","latitude","item"
1874-08-23,"The wind N. W. very moderate and pleasant wrote letter home and one to Capt. Thomas Bunker","Boston",1874,8,-71.057083,42.361145,"wrote letter"
1874-09-02,"The wind Northerly got in home at 2 AM came out at one PM went through Western wayat sunset and anchored in outer Bass Harbor at 12 oclock at night perfectly calm wrote letter toBangor","Schoodic Peninsula",1874,9,-68.068335,44.335923,"wrote letter"
1874-09-02,"The wind Northerly got in home at 2 AM came out at one PM went through Western wayat sunset and anchored in outer Bass Harbor at 12 oclock at night perfectly calm wrote letter toBangor","Winter Harbor",1874,9,-68.09811741,44.39116851,"wrote letter"
1874-09-02,"The wind Northerly got in home at 2 AM came out at one PM went through Western wayat sunset and anchored in outer Bass Harbor at 12 oclock at night perfectly calm wrote letter toBangor","Bass Harbor",1874,9,-68.34644791,44.23879938,"wrote letter"
1874-10-06,"The wind West by South abrest of Baker's Island at day light. got into Boston at 4 pm. wrote letter home","Baker Island",1874,10,-68.1924325636,44.2382157138,"wrote letter"
1874-10-06,"The wind West by South abrest of Baker's Island at day light. got into Boston at 4 pm. wrote letter home","Boston",1874,10,-71.057083,42.361145,"wrote letter"
1874-10-14,"The wind Northerly went to West Gouldsboro and East sullivan after a load of wood and to settle with James Doyle for a load carried to Boston. wrote letter to E. H. Wallace","Winter Harbor",1874,10,-68.09811741,44.39116851,"wrote letter"
1874-10-14,"The wind Northerly went to West Gouldsboro and East sullivan after a load of wood and to settle with James Doyle for a load carried to Boston. wrote letter to E. H. Wallace","West Gouldsboro",1874,10,-68.09937127,44.46922347,"wrote letter"
1874-10-14,"The wind Northerly went to West Gouldsboro and East sullivan after a load of wood and to settle with James Doyle for a load carried to Boston. wrote letter to E. H. Wallace","Winter Harbor",1874,10,-68.09811741,44.39116851,"wrote letter"
1874-10-26,"The wind South West and foggy made decoys for Geo Gerrish and dug potatoes wrote letter to Thomas Bunker.","Winter Harbor",1874,10,-68.09811741,44.39116851,"wrote letter"
1874-10-27,"The wind Southerly and foggy bought a stick of Win Rand to make a flying jib boom in forenoon and went to work making it with J. f. Kingsley in afternoon wrote letters to Robt Miles and Nickerson and Rideout","Winter Harbor",1874,10,-68.09811741,44.39116851,"wrote letter"
1874-11-09,"Very moderate all day with the wind Westerly worked on vessel wrote letter to the Hancock Co Pub Co.","Winter Harbor",1874,11,-68.09811741,44.39116851,"wrote letter"
1874-11-24,"The wind West heavy blow hauled into David Ames wharf and sold deckload and discharged it. wrote letter home","Rockland",1874,11,-69.10869077,44.1041007,"wrote letter"
1874-12-08,"The wind North and overcast. got under way in morning for home arrived at 9 am. got water and provision on board and got ready to go to Rockland wrote letter to Thomas Bunker","Stave Island",1874,12,-70.0875475,43.7159161,"wrote letter"
1874-12-08,"The wind North and overcast. got under way in morning for home arrived at 9 am. got water and provision on board and got ready to go to Rockland wrote letter to Thomas Bunker","Winter Harbor",1874,12,-68.09811741,44.39116851,"wrote letter"
1875-01-05,"The wind North East wrote letter to the Secretary of Narraguagus Lodge got the Sea Flower underway and went to South West Harbor and landed freight hauled away from wharf at dark.","Winter Harbor",1875,1,-68.09811741,44.39116851,"wrote letter"
1875-01-05,"The wind North East wrote letter to the Secretary of Narraguagus Lodge got the Sea Flower underway and went to South West Harbor and landed freight hauled away from wharf at dark.","Southwest Harbor",1875,1,-68.324276961999,44.2792004289633,"wrote letter"
1875-01-05,"The wind North East wrote letter to the Secretary of Narraguagus Lodge got the Sea Flower underway and went to South West Harbor and landed freight hauled away from wharf at dark.","Winter Harbor",1875,1,-68.09811741,44.39116851,"wrote letter"
1875-01-07,"The wind North East very moderate all day with snow wrote letters to Hancock Co Pub Co and Thomas Bunker work in shop.","Winter Harbor",1875,1,-68.09811741,44.39116851,"wrote letter"
1875-01-09,"The wind N. East in morning snowing S.S.E. in afternoon settled account with Capt Thomas Hammond Schr Amulet. wrote letters to Sec of Continental Life Ins Co. Hartford David Tyler Deer Isle. and J. A. Pilsbury of Bucksport W. H. Pilsbury","Winter Harbor",1875,1,-68.09811741,44.39116851,"wrote letter"
1875-01-11,"The wind Westerly moderate wrote letter to Benj. Kittridge work in shop","Winter Harbor",1875,1,-68.09811741,44.39116851,"wrote letter"
1875-01-26,"The wind North West work in shop recd letter from Benj. Kittridge wrote letter to W. B. McCrate.","Winter Harbor",1875,1,-68.09811741,44.39116851,"wrote letter"
1875-01-28,"The wind westerly moderate wrote letters to Benj Kittridge and Aiken and Co Sent Signals bills to Aiken and Co. Ellsworth","Winter Harbor",1875,1,-68.09811741,44.39116851,"wrote letter"
1875-02-06,"The wind Westerly work in shop wrote letter to H. D. Coombs and recd letter from H. D. Coombs","Winter Harbor",1875,2,-68.09811741,44.39116851,"wrote letter"
1875-02-09,"The wind Northerly wrote letters to Ellsworth American Benj. Kittridge and sent Papers of Amulets and Signal to Benj Kittridge also a statement of the Amulets account for the year ending 1874","Winter Harbor",1875,2,-68.09811741,44.39116851,"wrote letter"
1875-02-23,"The wind very moderate South West and very warm snow melts fast.  wrote letter to Thomas Bunker recd one from Benj. Kittridge. work in shop","Winter Harbor",1875,2,-68.09811741,44.39116851,"wrote letter"
1875-02-24,"The wind South Easterly and rainy work in shop. Finished the Black Warior's wheel wrote letter to Benj. Kittridge.","Winter Harbor",1875,2,-68.09811741,44.39116851,"wrote letter"
1875-03-06,"The wind Easterly and pleasant. wrote letter to Caroline Blaisdell. work in shop","Winter Harbor",1875,3,-68.09811741,44.39116851,"wrote letter"
1875-03-09,"Calm in morning wrote letter to Thomas Bunker work in the fore noon on the Harps cabbin In the afternoon the wind South East painted inside of dora in shop","Winter Harbor",1875,3,-68.09811741,44.39116851,"wrote letter"
1875-03-15,"The wind Easterly and misty. took the new dora out the shop and took her to the shore Wrote letter to Benj. Kittridge","Winter Harbor",1875,3,-68.09811741,44.39116851,"wrote letter"
1875-03-23,"The wind N. N. East wrote letters to Secreraty of Treasury in the afternoon the wind out Southerly worked on the Harp recd letter from Benj. Kittridge","Winter Harbor",1875,3,-68.09811741,44.39116851,"wrote letter"
1875-03-30,"The wind Westerly in forenoon work on Henriettas cabbin and gangway Southerly wind in afternoon wrote letter to C. C. Burrill","Winter Harbor",1875,3,-68.09811741,44.39116851,"wrote letter"
1875-04-01,"The wind Southerly work for J. M. Sargent on Schr Henrietta wrote letter to Benj. Kittidge.","Winter Harbor",1875,4,-68.09811741,44.39116851,"wrote letter"
1875-04-05,"The wind North East rainy all day untill about sunset. the wind hauling to the North. wrote letters to Thomas Bunker Register of Probate Caroline Blaisdell and Saml. Libby","Winter Harbor",1875,4,-68.09811741,44.39116851,"wrote letter"
1875-04-08,"calm in morning wrote letter to Penobscot Ins Co at 9 AM moderate South West Wind left home for Calais kept of by schoodic at 2 PM passed Red Head at dark and Little River light at 12 midnight the wind hauled to the North went into Little River","Winter Harbor",1875,4,-68.09811741,44.39116851,"wrote letter"
1875-04-08,"calm in morning wrote letter to Penobscot Ins Co at 9 AM moderate South West Wind left home for Calais kept of by schoodic at 2 PM passed Red Head at dark and Little River light at 12 midnight the wind hauled to the North went into Little River","Little River",1875,4,-67.2021180472245,44.6526698980649,"wrote letter"
1875-04-13,"The wind N. E. to South. laid at anchor below the Ledge untill 2 oclock very large cakes comming down got underway at 2 PM. sailed through the drift ice and went up to the wharf in Calais wrote letter home","Calais",1875,4,-67.282753,45.188042,"wrote letter"
1875-05-13,"The wind westerly and pleasant set up rigging and mending sails towed into the wharf in Charlestown to discharge coal wrote letter home recd one from home","Boston",1875,5,-71.057083,42.361145,"wrote letter"
1875-05-24,"The wind North W. work on vessel in forenoon and towed to Calais in afternoon. on bent the old foresail and got ready to commence loading. wrote letter home","Calais",1875,5,-67.282753,45.188042,"wrote letter"
1875-07-13,"The wind Southerly and foggy work in garden. wrote letters to James Chillcot and Secretary of Treasury D.C.","Winter Harbor",1875,7,-68.09811741,44.39116851,"wrote letter"
1875-07-15,"The wind Southerly and foggy Work in Garden. wrote letters to Josiah Smallidge and Eunice Kingsley","Winter Harbor",1875,7,-68.09811741,44.39116851,"wrote letter"
1875-07-22,"The wind Southerly and foggy. wrote letters to Mary Am. Rosebrook work in shop","Winter Harbor",1875,7,-68.09811741,44.39116851,"wrote letter"
1875-08-23,"The wind Northerly fine breeze. work for J. F. Kingsley haying all day wrote letter to C Stevens Esqr and Hancock Co pub Co.","Winter Harbor",1875,8,-68.09811741,44.39116851,"wrote letter"
1875-10-28,"The wind S.W. towed in to the dock in Brooklyn wrote letter home.","Brooklyn",1875,10,-73.949997,40.650002,"wrote letter"
1875-10-29,"The wind Easterly and very warm wrote letter home went up town & bought a lot of Carpenters tools","Brooklyn",1875,10,-73.949997,40.650002,"wrote letter"
1875-10-31,"The wind West and cold Went to Plymouth Church Preaching by H.W. Beecker wrote letters home and J.F. Kingsley & A Smallidge","Brooklyn",1875,10,-73.949997,40.650002,"wrote letter"
1875-11-03,"The wind Westerly Stevedores Took out ballast wrote letter to Freeman Tracy","Brooklyn",1875,11,-73.949997,40.650002,"wrote letter"
1876-01-26,"The wind Easterly wrote letter to J.H.S. and Galen Smith. Went to Hospital and got fingers done up","Leghorn",1876,1,10.3080108,43.551876,"wrote letter"
1876-02-13,"Wrote letter home from the Hospital","Leghorn",1876,2,10.3080108,43.551876,"wrote letter"
1876-06-11,"The wind Easterly fresh breeze anchored in Baracoa at 8 AM moored stern. wrote letter home","Baracoa",1876,6,-74.49675,20.34659,"wrote letter"
1876-06-18,"The wind variable wrote letter home","Baracoa",1876,6,-74.49675,20.34659,"wrote letter"
1876-06-25,"The wind Southerly wrote letter home","Baracoa",1876,6,-74.49675,20.34659,"wrote letter"
1876-10-12,"The wind Westerly and pleasant Case of Mr. Biryen O.S. Mr. verdict in favor of defendent. Wiswell & Wiswell for plaintiff & Hale & Emery for defendent. Wrote letter home","Ellsworth",1876,10,-68.42420475,44.54105229,"wrote letter"
1876-10-15,"The wind North North East. moderate snow storm call day First Snow for the Season wrote letter home.","Ellsworth",1876,10,-68.42420475,44.54105229,"wrote letter"
1876-11-14,"The wind Northerly wrote letter to E.V. Lynam worked apart of the forenoon for C. J.Guflill","Winter Harbor",1876,11,-68.09811741,44.39116851,"wrote letter"
1876-11-17,"The wind moderate N.E. in forenoon Calm in afternoon Worked one half day on G.W. Tracy's out buildings wrote letter to Wiswell& Wiswell","Winter Harbor",1876,11,-68.09811741,44.39116851,"wrote letter"
1876-12-07,"The wind Westerly work in the afternoon for G.W. Tracy. wrote letter to Josiah Smallidge. and Hancock Citizen","Winter Harbor",1876,12,-68.09811741,44.39116851,"wrote letter"
1877-01-27,"The wind moderate all day Southerly wrote letter to Charles Peter Bangor. work in shop making Closet for W.M Pendleton","Winter Harbor",1877,1,-68.09811741,44.39116851,"wrote letter"
1877-01-30,"The wind North West wrote letter to Capt Thomas Bunker work in shop mending furniture met for rehearsal at G. W. Tracys store.","Winter Harbor",1877,1,-68.09811741,44.39116851,"wrote letter"
1877-02-22,"The wind Southerly work in forenoon of the Hall. In the afternoon work at home put shoe on boats put. Wrote letter to N.H.Higgins Jr.","Winter Harbor",1877,2,-68.09811741,44.39116851,"wrote letter"
1877-03-13,"The wind Easterly snowy in forenoon wrote letter to F Haines Biddeford. Maine Went to the Hall and got My costume and Exhibition furniture","Winter Harbor",1877,3,-68.09811741,44.39116851,"wrote letter"
1877-07-26,"The wind Easterly and Rainy. wrote letters to Capt Thomas Bunker and J.T. Wallace Jr. Went to Prospect Harbor and took up note of $100. of H.D. Coombs","Prospect Harbor",1877,7,-68.02456023,44.41062098,"wrote letter"
1877-10-22,"The wind North East and heavy rain all day. work about the house. Wrote letter to E.C.Smith Boston & E. V. Lynman Long Pong","Winter Harbor",1877,10,-68.09811741,44.39116851,"wrote letter"
1877-10-25,"The wind North East and snowy. all day wrote letter to Mijsrs Maymard Gough &Co. work all day in house painting furniture Received letter from Curtis Stevens","Winter Harbor",1877,10,-68.09811741,44.39116851,"wrote letter"
1877-10-27,"The wind North West. wrote letter to C.C. Burril work in the house cleaning up","Winter Harbor",1877,10,-68.09811741,44.39116851,"wrote letter"
1877-10-30,"The wind Northerly and clear. took the Gtage to West Gouldsboro and came home Wrote letter to C.C. Burril Ellsworth","West Gouldsboro",1877,10,-68.09937127,44.46922347,"wrote letter"
1877-11-06,"The wind N.N.West. wrote letter to J. A Milliken Cherryfield. Work hauling stone around the house. received letters from Thomas Bunker Cranberry Isles. And C C Burril at Ellsworth.","Winter Harbor",1877,11,-68.09811741,44.39116851,"wrote letter"
1877-11-12,"The wind Northerly wrote letters to Stephen Southard Thomas Bunker & Mejsrs S Le Muney &Co. went to Ellsworth with L. G. Cranes horse after money got $500.","Ellsworth",1877,11,-68.42420475,44.54105229,"wrote letter"
1877-11-15,"The wind Southerly fresh breeze. wrote letter to Curtis Stevens Mejsrs M Gallent. and H. D. Coombs. work about home.","Winter Harbor",1877,11,-68.09811741,44.39116851,"wrote letter"
1878-01-09,"The wind Northerly and moderate snowy all the fore noon Thermometer at 25° above zero work apart of the day for J D Harrington Wrote letters to Thomas Bunker & CC Burrill + postal card to F. Haines Biddeford","Winter Harbor",1878,1,-68.09811741,44.39116851,"wrote letter"
1878-01-17,"The wind North West The Thermometer from 0 to 6 above. Wrote letter to C C Burrill Finished planning & painting floor for G. W. Tracy.","Winter Harbor",1878,1,-68.09811741,44.39116851,"wrote letter"
1878-01-22,"The wind Southerly moderate rain storm all day Thermometer 38 degrees above zero Wrote letter to S. L. Tracy made cupboard for J D Harrington","Winter Harbor",1878,1,-68.09811741,44.39116851,"wrote letter"
1878-01-31,"Calm all day, The Thermometer 2 degrees above in the morning Wrote letter to the Penobscot Mutual Fire Ins Co of Bangor. Work in the house making liba Recd letter from Capt E. V. Lynam. Long pond. Went to a religious meeting in the Evening.","Winter Harbor",1878,1,-68.09811741,44.39116851,"wrote letter"
1878-02-05,"The wind Northerly + moderate Thermometer from 28 degrees to 35 above zero. Wrote letter to H.D. Coombs Augusta for a commission as Justice of the Peace. Helped J.K. Kingsley shingle the roof of his ice house Recd letter from Penobscot Mutual Fire Ins Co.","Winter Harbor",1878,2,-68.09811741,44.39116851,"wrote letter"
1878-02-07,"Calm all day Thermometer at 44 degrees above zero. Wrote letter to C C Burrill Cut wood at the door Went to Dick Martz. Exhibition in evening","Winter Harbor",1878,2,-68.09811741,44.39116851,"wrote letter"
1878-02-12,"The wind West Thermometer at 20 degrees above zero. Wrote letters to American Office Ellsworth and Penobscot Mutual Fire Ins Co Went on sail in yatcht Water Lily Capt R Pendeleton Rect letter from C.C. Burrill","Winter Harbor",1878,2,-68.09811741,44.39116851,"wrote letter"
1878-02-19,"The wind North West Thermometer at 20 above zero Wrote letters to A J Baker M.D. Postal Cards to N.H. Higgins and Galen H Smith.","Winter Harbor",1878,2,-68.09811741,44.39116851,"wrote letter"
1878-02-26,"The wind North West. Thermometer 34 degrees above zero. Registered letter to Treasurer of State of Maine for a commission as justice of the Peace. wrote letter to R. Fickett + Son Mulbridge Recd letter from H.D. Coombs Postal card from Lizzie May","Winter Harbor",1878,2,-68.09811741,44.39116851,"wrote letter"
1878-03-02,"The wind Southerly Thermometer 32 above Work all day for Wm Handy splicing Sea Pigeons mainmast Wrote letters to Myses Maynard Gough & Co & R Fickett + Sons. Recd commission from the State as justice of the peace.","Winter Harbor",1878,3,-68.09811741,44.39116851,"wrote letter"
1878-03-09,"The wind Moderate N.W. Thermometer 48 degrees above 0  Wrote letter to Messes Maynard Gough + Co. Worked a part of the day in J.F. Kingsleys shop on a boat building for my self.","Winter Harbor",1878,3,-68.09811741,44.39116851,"wrote letter"
1878-03-21,"Wrote letter to E.W. Cleaves The wind North West Thermometer 18 above Went to West Gouldsboro. and took the stage & Went to Ellsworth after money got $100 of C C Burrill Was qualified as justice of the peace","West Gouldsboro",1878,3,-68.09937127,44.46922347,"wrote letter"
1878-03-21,"Wrote letter to E.W. Cleaves The wind North West Thermometer 18 above Went to West Gouldsboro. and took the stage & Went to Ellsworth after money got $100 of C C Burrill Was qualified as justice of the peace","Ellsworth",1878,3,-68.42420475,44.54105229,"wrote letter"
1878-03-26,"The wind West. Thermometer 36° degrees attended the funeral of Mrs. Lucinda Hammond Wrote letter to Freeland Rosebrook Recd letter from Chas Shaw Recd letter heads & envelopes printed from the American Office","Winter Harbor",1878,3,-68.09811741,44.39116851,"wrote letter"
1878-03-28,"The wind Easterly Thermometer 36° Wrote letters to Myses M Gallant &Co Henry Benson Chas Shaw & Geo Westcott Eldridge & Perry Commenced planking boat for my self","Winter Harbor",1878,3,-68.09811741,44.39116851,"wrote letter"
1878-03-30,"The wind N.N. East. and Snowy all day. Thermometer 33 above wrote letters to S.C. Forsaith","Winter Harbor",1878,3,-68.09811741,44.39116851,"wrote letter"
1878-04-02,"The wind Northerly and overcast Thermometer 34° above Wrote letter to Myses. R Fickett + Sons. Work all day on Pile driver for Gerrish and Tracy. Recd letter from Eldridge & Perry. Alice Tracy died about midnight","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-04-05,"The wind North East. and rainy and rainy all day. Thermometer 38° Finished Pile driver for Gerrish Tracy &Co. Wrote letter to Bertha Smallidge","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-04-06,"The wind N.N.East. Thermometer 36° Wrote letters to Reg of deeds Mysrs Cobb Wight & Norton Work about home.","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-04-13,"The wind very moderate Southerly Thermometer 44° Wrote letters to Genl Agt Portland Bangor & Machias Steamboat Co. and Capt. David Robinson Put gunwails on boat.","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-04-23,"The wind North East. Thermometer 54° Wrote letters to Mrs Proctor Smallidge, S.C. Forsaith, &Co, Thomas Bunker & E.A. Baker Recd Hotel Register from Mysrs Maynard &Co.","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-04-25,"The wind Southerly and foggy Thermometer 48 Wrote letters to Capt H.C. Guptill Calais work a little while on boat.","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-04-27,"The wind South East. and rainy in morning Thermometer 50 degrees. Wrote letters to S.C. Muney &Co. Worked on boat apart of the afternoon. Recd letter from S.C. Forsaith Red Speech from Han E Hale","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-04-30,"The wind North East and heavy rain all day. Thermomter 49° wrote letter to Mrs. Martin Pendleton at Lynn Recd letter from Geo Bagley work about the house. C.J. Guptill made each as school agt.","Winter Harbor",1878,4,-68.09811741,44.39116851,"wrote letter"
1878-05-02,"The wind South West and clear. Thermometer 54° Cut wood at the door wrote letter to G.W. Bagley","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-10,"The wind Easterly and rainy Thermometer 52° wrote letter to Mysrs Eldridge & Perry. Sold Massiah Southards horse to Mr W.F. Vose.","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-11,"The wind South West Pleasant Thermometer 53 Wrote letter to J.D. Femeld and Stephen Southard. Went to Bar Harbor in my boat & back. Recd letters from S.R. Niles advertising agents. Boston & Abraham French & Co. Dealers in Crocking & glass ware.","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-11,"The wind South West Pleasant Thermometer 53 Wrote letter to J.D. Femeld and Stephen Southard. Went to Bar Harbor in my boat & back. Recd letters from S.R. Niles advertising agents. Boston & Abraham French & Co. Dealers in Crocking & glass ware.","Bar Harbor",1878,5,-68.212219,44.387699,"wrote letter"
1878-05-11,"The wind South West Pleasant Thermometer 53 Wrote letter to J.D. Femeld and Stephen Southard. Went to Bar Harbor in my boat & back. Recd letters from S.R. Niles advertising agents. Boston & Abraham French & Co. Dealers in Crocking & glass ware.","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-14,"The wind N.N.West Thermometer 41° degrees Wrote letters to Eldridge &  Perry also Rev Mr. Tripp of Surry","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-16,"South East wind overcast Thermometer. Wrote letters to American Office Chas Burrill (of Ellsworth) and F.W. Webber (Cambridgeport) Daily Courier (Lowell)  Mrs. Geddy. Commenced laying platform around house","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-21,"The wind S.S. East Thermometer 49°  Wrote letters to S.C. Forsaith E.A. Baker Mrs. J.D. Fernald","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-24,"The wind North East, in morning fresh breeze at 10 am wind moderate Thermometer 54° Went to Bar Harbor With R Pendleton after Mary Smallidge wrote letters to Mrs J.D. Fernald","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-24,"The wind North East, in morning fresh breeze at 10 am wind moderate Thermometer 54° Went to Bar Harbor With R Pendleton after Mary Smallidge wrote letters to Mrs J.D. Fernald","Bar Harbor",1878,5,-68.212219,44.387699,"wrote letter"
1878-05-26,"The wind Southerly & foggy Wrote letter to American Office. and came home in forenoon Thermometer 55 degrees.","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-05-28,"The wind from N.W. to S.W. and the Thermometer 62 Wrote letter to F.W. Webber. Cambridgeport Recd letter from Boston Home Journal. Hauled wood from the wharf for T. H. Smallidge work around the House","Winter Harbor",1878,5,-68.09811741,44.39116851,"wrote letter"
1878-06-04,"The wind Southerly & Foggy Thermometer 55° Had Parlor papered by Frank Summer and worked around the House Wrote letter to Eldridge & Perry. and Recd letter from Mrs J.D. Fernald","Winter Harbor",1878,6,-68.09811741,44.39116851,"wrote letter"
1878-06-10,"The wind baffling and moderate all day. Thermometer 52 degrees Wrote letter to American Office work all day on house. on water closet.","Winter Harbor",1878,6,-68.09811741,44.39116851,"wrote letter"
1878-06-11,"The wind North East and rainy all day Thermometer 50 degrees Wrote letter to C.C. Burrill laid carpet in chamber Went Birch Harbor at night to Carry John McFarland of Lamoine and brought him back","Winter Harbor",1878,6,-68.09811741,44.39116851,"wrote letter"
1878-06-11,"The wind North East and rainy all day Thermometer 50 degrees Wrote letter to C.C. Burrill laid carpet in chamber Went Birch Harbor at night to Carry John McFarland of Lamoine and brought him back","Birch Harbor",1878,6,-68.0398754,44.3893677,"wrote letter"
1878-06-11,"The wind North East and rainy all day Thermometer 50 degrees Wrote letter to C.C. Burrill laid carpet in chamber Went Birch Harbor at night to Carry John McFarland of Lamoine and brought him back","Winter Harbor",1878,6,-68.09811741,44.39116851,"wrote letter"
1878-06-15,"The wind Southerly and Foggy. Thermometer 53° made sign board for R Rand to paint Eureka House Recd letters from Boston Transcript Office Wrote letters to Frank Woodard","Winter Harbor",1878,6,-68.09811741,44.39116851,"wrote letter"
1878-06-18,"The wind Southerly & foggy Thermometer 58° Went to Sullivan to Mr Pettengills to see Abbie Crabtree wrote letter to Eldridge & Perry. Went to prospect at night. Recd letter from Emma M. Spurling","Prospect Harbor",1878,6,-68.02456023,44.41062098,"wrote letter"
1878-06-21,"The wind Southerly Thermometer 69 degrees work all day with horse grading in front of the house Wrote letter to E.A. Baker","Winter Harbor",1878,6,-68.09811741,44.39116851,"wrote letter"
1878-06-25,"The wind Southerly and foggy in morning at night the wind W. Thermometer 60 degrees. Painted Hall floor and work around the house. Wrote letter to Emma Spurling.","Winter Harbor",1878,6,-68.09811741,44.39116851,"wrote letter"
1878-06-29,"The wind Southerly Thermometer 84° at 5 p.m. Wrote letter to G.W. Bagley went to Prospect in afternoon. worked apart of the day making flying boom for the Schr Black Warrior","Prospect Harbor",1878,6,-68.02456023,44.41062098,"wrote letter"
1878-07-02,"The wind South West Thermometer 85 degrees high in the shade wrote letters to G.W. Bagley and Frank Woodard","Winter Harbor",1878,7,-68.09811741,44.39116851,"wrote letter"
1878-07-08,"The wind Southerly Thermometer 76° Wrote letters to S.C. Forsaith & Co. Walter Wood S.L. Dennison owners of Str Magnet Genl Agt of Sto Chas Houghton A.J.Chapman Esq.","Winter Harbor",1878,7,-68.09811741,44.39116851,"wrote letter"
1878-07-15,"The wind Northerly Thermometer 52 Wrote letter to owners of Steamer Magnet Drove stage from Winter Harbor to W. Gouldsboro Recd letters from S.C. Forsaith & Co. & A White of Hingham Hired Mrs J.D. Fernald for cook for the summer","Winter Harbor",1878,7,-68.09811741,44.39116851,"wrote letter"
1878-07-15,"The wind Northerly Thermometer 52 Wrote letter to owners of Steamer Magnet Drove stage from Winter Harbor to W. Gouldsboro Recd letters from S.C. Forsaith & Co. & A White of Hingham Hired Mrs J.D. Fernald for cook for the summer","West Gouldsboro",1878,7,-68.09937127,44.46922347,"wrote letter"
1878-07-16,"The wind Southerly Thermometer 62 degrees Wrote letter to A White of Hingham work building steps to plat form and clearing up door yard.","Winter Harbor",1878,7,-68.09811741,44.39116851,"wrote letter"
1878-07-20,"The wind Easterly Thermometer 68 degrees Wrote letter to Elias Hale & CC Vedall. Recd Letter from Elias J Hale","Winter Harbor",1878,7,-68.09811741,44.39116851,"wrote letter"
1878-07-27,"The wind S.S. East in forenoon and very heavy rain In the afternoon cleared up Thermometer 70° degrees wrote letters to Geo S Peters and A White of Hingham work apart of the day on Express wagon for my self turning hub &e","Winter Harbor",1878,7,-68.09811741,44.39116851,"wrote letter"
1878-08-01,"The wind Southerly Thermometer wrote letters to G.S. Peters M Gallery &Co & Eldridge & Perry. Recd letter from Mary Smallidge","Winter Harbor",1878,8,-68.09811741,44.39116851,"wrote letter"
1878-08-03,"The wind Southerly Thermometer 58 degrees Wrote letter to Mary Smallidge. finished the boat that was begun last winter Recd letter from M. Gallant &Co.","Winter Harbor",1878,8,-68.09811741,44.39116851,"wrote letter"
1878-08-05,"The wind South East Thermometer 58 1/2 degrees Wrote letter to Mr Vose Recieved Mrs Lizzie Amisden the first summer boarder for the season","Winter Harbor",1878,8,-68.09811741,44.39116851,"wrote letter"
1878-08-08,"The wind West North West in forenoon & clear Thermometer 68 Went to Prospect Harbor with horse work about home most the day Wrote letter to Louis Oshurn & Co.","Prospect Harbor",1878,8,-68.02456023,44.41062098,"wrote letter"
1878-08-08,"The wind West North West in forenoon & clear Thermometer 68 Went to Prospect Harbor with horse work about home most the day Wrote letter to Louis Oshurn & Co.","Winter Harbor",1878,8,-68.09811741,44.39116851,"wrote letter"
1878-08-22,"The wind Northerly then Easterly and pleasant Thermometer 65 work abt home. Wrote letter home Mr. Wm B Viall of Bethel V.T.","Winter Harbor",1878,8,-68.09811741,44.39116851,"wrote letter"
1878-09-07,"The wind Easterly & clear Thermometer 64° Work all day for Mr Wm Guptill on house Wrote letter to Messrs J.W. Davis & son.","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
1878-09-12,"The wind Easterly foggy and rainy all day Thermometer 60° Work all day for Wm Guptill on his house Recd letter from Wm B Viall Bethel  V.T. Wrote letter to Messrs J.W. Davis & son","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
1878-09-15,"The wind Westerly. Thermometer 65° Went to West Gouldsboro and back. wrote letter to Mary Smallidge Mt Desert","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
1878-09-15,"The wind Westerly. Thermometer 65° Went to West Gouldsboro and back. wrote letter to Mary Smallidge Mt Desert","West Gouldsboro",1878,9,-68.09937127,44.46922347,"wrote letter"
1878-09-15,"The wind Westerly. Thermometer 65° Went to West Gouldsboro and back. wrote letter to Mary Smallidge Mt Desert","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
1878-09-19,"The wind Southerly Thermometer 61 degrees Wrote letter to American Office. Work all day for Wm Guptill.","Winter Harbor",1878,9,-68.09811741,44.39116851,"wrote letter"
